estateName,road,facility,,,,
长虹和悦府,估价对象所在小区西北临光华北二路；西南临光华东一路；东南临光华北一路；东北临日月大道一段。,周边有“中铁西城”、“荣盛花语城”等住宅楼盘，区域内有蒙养幼儿园、成都实验小学西区分校、成都树德中学、青羊区第九人民医院、青羊区万家社区卫生站、万达广场、益民菜市、红旗超市、建设银行、招商银行、工商银行等公共及生活配套设施，区域内有32路、33路、78路、210b、228路、1056路等公交车经过，距地铁4号线“中坝”站约500米，公共交通便捷度和道路通达度好，区域内居家生活方便。,,,,
万家和花园,估价对象所在小区北临电子路；西临其他；南临其他；东临金都路。,周边有“海伦国际”、“富城国际”等住宅楼盘，区域内有阳光森林幼儿园、树人学校、升庵中学、新都区中医院、乐泰亮甲售后服务中心、永辉超市、马超综合市场、建设银行、中国银行、民生银行等公共及生活配套设施，区域内有x08路、x11a路、x11b路、x42路、x46路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
望江橡树林二期,估价对象所在小区东北临石牛堰街；西北临石牛堰路；东南临橡树林路；西南临橡树林西路。,周边有 “锦州花园”、“摩玛城”等住宅楼盘，区域内有成都·河滨双语幼儿园、成都市东光幼儿园、成都市龙舟路小学、成都市田家炳中学、成都市锦江区妇幼保健院、万达百货、伊藤洋华堂、国美电器、望江楼公园、东湖公园、邮政银行、建设银行、农业银行等公共及生活配套设施，区域内有1036路、74路、1107路、77路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
聚乐苑,估价对象所在小区北临肖家河西一巷；南临肖家河沿街；西临肖家河西二巷；东临肖家河街。,"周边有“绿苑”、“荣馨佳苑”等住宅楼盘，区域内有蓓蕾幼儿园肖家河分园、成都玉林中学-附属小学、成都玉林中学肖家河校区、西南民族大学、肖家河社区卫生服务中心、成都市武侯区人民医院、罗马假日广场、好莱坞商业广场、苏宁易购、肖家河综合市场、中国工商银行、中国邮政储蓄银行、成都农村商业银行等公共及生活配套设施，区域内有153路、10路、1011路、211路、194路等公交车经过，距地铁3号线“衣冠庙站”约1公里，公共交通便捷度和道路通达度好,区域内居家生活方便。",,,,
汇祥华楠半岛,估价对象所在小区东临其他；西临花源大道；北临道路；南临正公路。,周边有“万辰乐居”、“金秋乐园”等住宅楼盘，区域内有花源镇中心幼儿园、花源学校、成都职业技术学院、花源镇中心卫生院、新津花源金秋社区卫生服务站、花源农贸综合市场、联华超市、红旗超市、中国农业银行、中国邮政储蓄银行、成都市农村商业银行等公共及生活配套设施，区域内有812路、新津530路等公交车经过，公共交通便捷度和道路通达度一般，基本满足居家生活需要。,,,,
郫县四中职工宿舍,估价对象所在小区东北临下街、其他；西北临其他；东南临江西街；西南临其他。,周边有“阳光小区”、“泯江社区”等住宅楼盘，区域内有犀浦镇幼儿园、春雷双语实验学校、犀浦镇实验学校、郫县天康医院、犀浦镇公立卫生院、犀浦第四社区卫生服务站、百伦广场、犀池综合市场、中国农业银行、成都市农村商业银行、中国邮政储蓄银行等公共及生活配套设施，区域内有708路、726路、733路、p102路等公交车经过，距地铁2号线 “犀浦”站约500米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
草堂居,估价对象所在小区东临其他，西临二环路西一段，南临草堂路，北临其他。,周边有“草堂美庐”、“草堂花苑”等住宅楼盘，区域内有成都市光华小学、成都市实验小学清华分校、西南财经大学、青羊区第五人民医院、四川省人民医院草堂医院、青羊区群康农贸市场、家乐福、红旗超市、中信银行、中国银行、包商银行等公共及生活配套设施，区域内有35路、82路、165路、1031路等公交车经过，距地铁4号线“西南财大”站路距离约1.0公里，公共交通便捷度和道路通达度好，居家生活方便。,,,,
龙湖金楠天街,估价对象所在小区东北临道路；西北临道路；西南临武晋路；东南临晋吉西一街。,周边有“中央花园”、“长盛续锦”等住宅楼盘，区域内有青苹果幼稚园、晋阳小学、成都市机投中学、成都双楠医院、四川省妇幼保健院、机投桥果堰社区卫生站、晋吉农贸市场、千盛百货、永晖超市、民生银行、中国银行、工商银行等公共及生活配套设施，区域内有53路、70路、208路、251路、343路、1045路等公交车经过，公共交通便捷度和道路通达度较好，居家生活便利。,,,,
一品荷花,估价对象所在小区北临其他；西临北站东二路；南临其他；东临北星大道一段。,周边有“乔嘉利好”、“富丽城”等住宅楼盘，区域内有成都市荷花池小学、成都市站东小学、成都市第十八幼儿园、成都市第十一人民医院、成都铁路分局医院、成都金牛万达广场、红旗超市、工商银行、建设银行、农业银行等公共及生活配套设施，有荷花池宏正广场、成都市荷花池批发市场、大正鞋城等专业批发市场，区域内有16路、24路、50路、52路、57路等公交车经过，距地铁1号线火车北站约750米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
杏苑公寓,估价对象所在小区东北临百寿路；西北临其他；西南临其他；东南临道路。,周边有“清江花园”、“ 银杏雅居”等住宅楼盘，区域内有抚琴小学、成都十八中、金牛实验中学校、四川省人民医院、武警四川省消防总队医院、青羊区菜市场、永辉超市、沃尔玛超市、建设银行、中国银行、工商银行等公共及生活配套设施，区域内周边有5路、13路、43路、47路、59路、64路、78路等公交车通行，距地铁2号线“白果林”站沿路距离约500米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
莱茵北郡二期,估价对象所在小区东临其他，西临厚诚路，南临蜀龙大道南段，北临其他。,周边有“三合嘉苑”、“人民的公园”等住宅楼盘，区域内有彩虹全能幼儿园、三原外国语学校附属小学、成都翔飞航空职业技术学院、成都长济医院、三河菜市场、红旗超市、中国建设银行、新都桂城村镇银行等公共及生活配套设施，区域内有655路、659路、660路、x06路、新都k7路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较方便。,,,,
前锋小区,估价对象所在小区东临前锋路；西临三友路；南临一环路北四段；北临其他。,周边有“锋尚阳光”、“万科金色家园”等住宅楼盘，区域内有成都市李家沱实验小学、成都市马鞍小学、电子科技大学、石油成都医院、府青路社区卫生服务中心、恒大曹家巷广场、家乐福、红旗超市、中国银行、成都银行、中国工商银行等公共及生活配套设施，区域内有27路、34路、113路、1120路等公交车经过，距地铁3号线“前锋路”站沿路距离约100米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
花香苑二区,估价对象所在小区东临大观街；西临水杉街；南临其他住宅；北临其他住宅。,周边有“海桐小区三期”、“大观苑二期”等住宅楼盘，区域内有新蒙特梭利双语幼儿园、成都市大观小学、成都三中、成都锦江大观医院、成都市公共卫生临床医疗中心、成都锦江国槐社区卫生服务站、海桐农贸市场、大观菜市场、红旗超市、成都农村商业银行、成都银行、中国邮政储蓄银行等公共及生活配套设施，区域内有79路、104路、137路、336路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
成功银玺国际,估价对象所在小区东临建功路；西临其他；南临其他；北临建设北路三段。,周边有“东景苑、“东辰瑞景”等住宅楼盘，区域内有金起点东篱幼儿园、成华实验小学、成都四十九中、八里医院、时友东区医院、东篱农贸市场、龙湖三千集、伊藤洋华堂、中国农业银行、建设银行、工商银行等公共及生活配套设施，区域内有6路、14路、42路、71路、114路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
